label,pValue,is.significant,is.na,perf.xval
I(id^2),0.914971213237485,FALSE,0,0.0144301320189645
I(var1^2),0.878608640927012,FALSE,0.747609282818027,0.00859954342592431
I(var2^2),NA,NA,0.990178316643108,NA
I(var3^2),NA,NA,0.873851095316783,NA
I(var4^2),NA,NA,0.0449098683584737,NA
I(var5^2),NA,NA,0.920043976366021,NA
I(var6^2),NA,NA,0.940605360780957,NA
I(var7^2),0.524909087811691,FALSE,0.00189354976430172,0.0144484392590492
I(var8^2),2.41817891013786e-07,TRUE,0.0164911372580249,0.0146083404310697
I(var9^2),NA,NA,0.272496410882602,NA
I(var10^2),7.12853008815483e-14,TRUE,0,0.0144540253660236
I(var11^2),0.313473141679806,FALSE,0,0.0144319896497772
I(var12^2),0.124304793531175,FALSE,0.785385158197677,0.00912808753420861
I(var13^2),6.03029460733914e-21,TRUE,0,0.0144440328927211
I(var14^2),0.0506729779958729,FALSE,0.642537179716897,0.0108801077946918
I(var15^2),0.0247318803487009,TRUE,0.218678452686695,0.0158964059872241
I(var16^2),3.60576969798027e-06,TRUE,0.8000977744154,0.00835451605372828
I(var17^2),0.578059201145097,FALSE,0,0.0144308527408849
I(dummy^2),NA,NA,0,NA
I(crimeVar1^2),0.873017464375943,FALSE,0.243303447986002,0.013981769303684
I(crimeVar2^2),0.441155983520326,FALSE,0.253401642698662,0.0139230826747364
I(crimeVar3^2),0.951127207371356,FALSE,0.243303447986002,0.0139822511143279
I(crimeVar4^2),0.0884532979765473,FALSE,0.249519423263675,0.0140092431362393
I(crimeVar5^2),0.163624234697621,FALSE,0.244778912580382,0.0140008385833209
I(crimeVar6^2),0.559536179748053,FALSE,0.243303447986002,0.0139818900165939
I(crimeVar7^2),0.215791754922689,FALSE,0.259617617976335,0.0139512113500187
I(crimeVar8^2),0.524186000445433,FALSE,0.243303447986002,0.0139823028365896
I(crimeVar9^2),0.810481347865365,FALSE,0.243303447986002,0.0139818502580554
I(geodemVar1^2),0.159918172752644,FALSE,0.00441533332890915,0.0144351942615717
I(geodemVar2^2),0.567508038915884,FALSE,0.00441533332890915,0.0144346107377306
I(geodemVar3^2),0.379331767091916,FALSE,0.00441533332890915,0.0144349210969639
I(geodemVar4^2),0.0973172225100434,FALSE,0.00441533332890915,0.0144350588712358
I(geodemVar5^2),0.0642570322987268,FALSE,0.00441533332890915,0.0144351857119549
I(geodemVar6^2),0.0748560701499414,FALSE,0.00441533332890915,0.0144348296602234
I(geodemVar7^2),0.718076829773263,FALSE,0.00441533332890915,0.0144348516537674
I(geodemVar8^2),0.0346351579449033,TRUE,0.00441533332890915,0.0144345334124726
I(geodemVar9^2),0.671623547789396,FALSE,0.00441533332890915,0.014435180353113
I(geodemVar10^2),0.0397526538150816,TRUE,0.00441533332890915,0.0144347525485812
I(geodemVar11^2),0.0394105614031788,TRUE,0.00441533332890915,0.014434583998207
I(geodemVar12^2),0.389186641563905,FALSE,0.00441533332890915,0.014437861743417
I(geodemVar13^2),0.042248760891354,TRUE,0.00441533332890915,0.0144348723559934
I(geodemVar14^2),0.925834838270171,FALSE,0.00441533332890915,0.0144351066240504
I(geodemVar15^2),0.0574384208223067,FALSE,0.00441533332890915,0.0144347010826903
I(geodemVar16^2),0.105389340995286,FALSE,0.00441533332890915,0.0144344048980765
I(geodemVar17^2),0.0336189836673142,TRUE,0.00441533332890915,0.0144350900385062
I(geodemVar18^2),0.260222269921251,FALSE,0.00441533332890915,0.0144350494623806
I(geodemVar19^2),0.179126693801461,FALSE,0.00441533332890915,0.0144348532264518
I(geodemVar20^2),0.0272381747505857,TRUE,0.00441533332890915,0.0144349013261775
I(geodemVar21^2),0.0518508859585041,FALSE,0.00441533332890915,0.0144347497418693
I(geodemVar22^2),0.379719640301667,FALSE,0.00441533332890915,0.0144351101440992
I(geodemVar23^2),0.411253424750876,FALSE,0.00441533332890915,0.0144348019824287
I(geodemVar24^2),0.0268156133561991,TRUE,0.00441533332890915,0.014434938944276
I(geodemVar25^2),0.928014646916992,FALSE,0.00441533332890915,0.0144350636897864
I(geodemVar26^2),0.0392572305702719,TRUE,0.00441533332890915,0.0144348013753973
I(geodemVar27^2),0.0506203021877596,FALSE,0.00441533332890915,0.0144348161905017
I(geodemVar28^2),0.0454572211979807,TRUE,0.00441533332890915,0.0144351958516759
I(geodemVar29^2),0.792053339802653,FALSE,0.00441533332890915,0.0144350318415397
I(geodemVar30^2),0.19211279727509,FALSE,0.00441533332890915,0.0144351905196689
I(geodemVar31^2),0.912770201832433,FALSE,0.00441533332890915,0.0144352293608287
I(geodemVar32^2),0.145915548843616,FALSE,0.00441533332890915,0.0144348301894366
I(geodemVar33^2),0.0469818350760607,TRUE,0.00441533332890915,0.0144345474635909
I(geodemVar34^2),0.17970276132388,FALSE,0.00441533332890915,0.0144399419914603
I(geodemVar35^2),0.0544800043340912,FALSE,0.00441533332890915,0.0144346605743464
I(geodemVar36^2),0.0791914473049216,FALSE,0.00441533332890915,0.0144347351102518
I(geodemVar37^2),0.0212301924219913,TRUE,0.004413121238063,0.0144345823684108
I(weatherVar1^2),0.244873256476382,FALSE,0.00411448897383318,0.0144571537811568
I(weatherVar2^2),0.819667448861883,FALSE,0.00411448897383318,0.0144575947279022
I(weatherVar3^2),0.35131200565851,FALSE,0.00411448897383318,0.0144569973568321
I(weatherVar4^2),0.811893375363679,FALSE,0.00458345223321631,0.0144588482544672
I(weatherVar5^2),0.713301976744098,FALSE,0.00411448897383318,0.0144575574473305
I(weatherVar6^2),0.187831937961173,FALSE,0.00758083532974532,0.0144763038717352
I(weatherVar7^2),0.128094257228104,FALSE,0.00411448897383318,0.0144572817733326
I(weatherVar8^2),0.712210708538679,FALSE,0.00411448897383318,0.014457094389326
I(weatherVar9^2),0.8372658159936,FALSE,0.00411448897383318,0.0144580484025402
I(weatherVar10^2),0.0699479555631245,FALSE,0.00411448897383318,0.0144572846991367
I(weatherVar11^2),0.27651167460652,FALSE,0.00411448897383318,0.0144572992490773
I(weatherVar12^2),0.61739367122226,FALSE,0.00411448897383318,0.0144574565895554
I(weatherVar13^2),0.234029890134599,FALSE,0.00411448897383318,0.0144571595145604
I(weatherVar14^2),0.261195773319867,FALSE,0.00411448897383318,0.0144569185216423
I(weatherVar15^2),0.470060829065702,FALSE,0.00411448897383318,0.0144573812517959
I(weatherVar16^2),0.457315707447199,FALSE,0.00411448897383318,0.0144572167077359
I(weatherVar17^2),0.2345480614097,FALSE,0.00458345223321631,0.0144598116372617
I(weatherVar18^2),0.737614066390727,FALSE,0.00411448897383318,0.0144580807010621
I(weatherVar19^2),0.46734774285838,FALSE,0.00758083532974532,0.0144758485800885
I(weatherVar20^2),0.759097031996848,FALSE,0.00411448897383318,0.0144574681923552
I(weatherVar21^2),0.438584505223743,FALSE,0.00411448897383318,0.0144579106566533
I(weatherVar22^2),0.72228779319585,FALSE,0.00411448897383318,0.0144578209369762
I(weatherVar23^2),0.151362175063788,FALSE,0.00411448897383318,0.01445715149058
I(weatherVar24^2),0.361922659544169,FALSE,0.00411448897383318,0.0144576501387758
I(weatherVar25^2),0.352336418683864,FALSE,0.00411448897383318,0.0144571312206567
I(weatherVar26^2),0.694683394397052,FALSE,0.00411448897383318,0.0144577480208899
I(weatherVar27^2),0.433224620862842,FALSE,0.00411448897383318,0.0144573569038159
I(weatherVar28^2),0.150666107134189,FALSE,0.00411448897383318,0.0144571381594511
I(weatherVar29^2),0.850213583137272,FALSE,0.00411448897383318,0.0144576933950849
I(weatherVar30^2),0.854833394996096,FALSE,0.00411448897383318,0.0144574988994621
I(weatherVar31^2),0.253955246933475,FALSE,0.00411448897383318,0.0144572151874587
I(weatherVar32^2),0.183702115105685,FALSE,0.00411448897383318,0.0144576176073743
I(weatherVar33^2),0.476956001245221,FALSE,0.00411448897383318,0.0144579048126454
I(weatherVar34^2),0.446058017567707,FALSE,0.00411448897383318,0.0144571886750629
I(weatherVar35^2),0.123601716909739,FALSE,0.00411448897383318,0.0144600965873625
I(weatherVar36^2),0.47105035711272,FALSE,0.00411448897383318,0.0144577072013102
I(weatherVar37^2),0.350460962091393,FALSE,0.00411448897383318,0.0144569809892827
I(weatherVar38^2),0.112837751815799,FALSE,0.00411448897383318,0.0144574503643256
I(weatherVar39^2),0.566859177210052,FALSE,0.00411448897383318,0.0144592019263578
I(weatherVar40^2),0.256542023879473,FALSE,0.00411448897383318,0.0144571737249846
I(weatherVar41^2),0.871887721755307,FALSE,0.00570719438305892,0.014414442901591
I(weatherVar42^2),0.536157142563279,FALSE,0.00411448897383318,0.0144573798167547
I(weatherVar43^2),0.0970296051796553,FALSE,0.00834400667166599,0.0144249778375574
I(weatherVar44^2),0.11837624492876,FALSE,0.00411448897383318,0.0144568704349845
I(weatherVar45^2),0.609388380710468,FALSE,0.00411448897383318,0.0144588929266642
I(weatherVar46^2),0.821848565216647,FALSE,0.00411448897383318,0.0144587453885903
I(weatherVar47^2),0.0041657885220477,TRUE,0.00411448897383318,0.0144574642227322
I(weatherVar48^2),0.0965521941527274,FALSE,0.00411448897383318,0.0144577403205937
I(weatherVar49^2),0.423110016480494,FALSE,0.00411448897383318,0.0144580679413994
I(weatherVar50^2),0.445712560624671,FALSE,0.00411448897383318,0.0144566521908183
I(weatherVar51^2),0.169666839700165,FALSE,0.00411448897383318,0.0144569679273381
I(weatherVar52^2),0.37709748291839,FALSE,0.00411448897383318,0.014457086469253
I(weatherVar53^2),0.222989748934294,FALSE,0.00411448897383318,0.0144573488665927
I(weatherVar54^2),0.954686694522835,FALSE,0.00570719438305892,0.0144140224749998
I(weatherVar55^2),0.545465542473169,FALSE,0.00411448897383318,0.014457719430346
I(weatherVar56^2),0.535517776941629,FALSE,0.00834400667166599,0.0144277673742179
I(weatherVar57^2),0.829452113229116,FALSE,0.00411448897383318,0.0144571941884897
I(weatherVar58^2),0.617850359384686,FALSE,0.00411448897383318,0.0144576385569182
I(weatherVar59^2),0.528795474912632,FALSE,0.00411448897383318,0.0144584369106311
I(weatherVar60^2),0.622387003022722,FALSE,0.00411448897383318,0.014457185227993
I(weatherVar61^2),0.117615714348566,FALSE,0.00411448897383318,0.0144578261312954
I(weatherVar62^2),0.893181783334247,FALSE,0.00411448897383318,0.014457370841479
I(weatherVar63^2),0.898698147965111,FALSE,0.00411448897383318,0.0144567453634411
I(weatherVar64^2),0.453005119985332,FALSE,0.00411448897383318,0.014457448026678
I(weatherVar65^2),0.613461584535183,FALSE,0.00411448897383318,0.0144572587577427
I(weatherVar66^2),0.882016164407565,FALSE,0.00411448897383318,0.0144581083733433
