fomula,perf
target ~ I(weatherVar159^3) + I(weatherVar37^4),0.0261405417523212
target ~ I(weatherVar116^3),0.00326165689895769
target ~ weatherVar21,0.0266574931609086
target ~ I(weatherVar21^4) + I(weatherVar83^5),0.0267897386143201
target ~ geodemVar2,0.0162436204984998
target ~ I(geodemVar9^5),-0.00228142175946094
target ~ I(weatherVar25^4),0.0205098531767315
target ~ weatherVar43 + weatherVar83 + I(weatherVar154^3),0.0286109723622721
target ~ weatherVar190,0.00467264032934084
target ~ I(weatherVar220^3) + I(weatherVar226^5),0.019592329930067
target ~ weatherVar166,-0.00556603994122789
target ~ I(weatherVar215^3) + I(weatherVar199^3) + I(weatherVar94^4) + weatherVar52,0.0212453891786184
target ~ I(weatherVar226^4) + I(weatherVar1^3),0.0109025908727187
target ~ I(weatherVar137^3) + I(weatherVar126^2) + I(weatherVar177^3) + I(geodemVar23^2),0.0376413058668511
target ~ weatherVar171,-0.00430382467064117
target ~ I(weatherVar190^2),-0.016880299182688
target ~ weatherVar88,-0.0323909310202397
target ~ geodemVar14,0.0383867342113426
target ~ weatherVar27 + I(weatherVar35^4) + I(weatherVar208^2) + I(var15^3) + geodemVar22,0.104337076483308
target ~ I(weatherVar88^3),0.00291187093224024
target ~ I(weatherVar226^3) + I(weatherVar126^5),0.0159352524470463
target ~ weatherVar16,0.0120580946060717
target ~ I(weatherVar49^2),0.0265447343444774
target ~ I(weatherVar22^3),0.0131705083313775
target ~ weatherVar170 + weatherVar90 + I(weatherVar190^3),0.00670968357089416
target ~ I(weatherVar211^4),0.00581211629907252
target ~ I(weatherVar166^5),-0.00930757981403489
target ~ I(weatherVar198^2) + weatherVar149,0.0447543388258588
target ~ I(weatherVar124^4) + I(weatherVar21^3) + weatherVar64 + geodemVar23,0.0372802251355538
target ~ I(crimeVar2^3) + I(weatherVar27^2) + I(crimeVar2^4),-0.0156661256355657
target ~ weatherVar134 + I(weatherVar83^4),0.0264214303465356
target ~ I(weatherVar77^5),0.00348608646732896
target ~ I(weatherVar171^5),-0.0045072546543985
target ~ I(crimeVar2^5) + I(weatherVar11^3),-0.00987863419876584
target ~ I(weatherVar21^2) + weatherVar156 + I(weatherVar129^4),0.0288429410758968
target ~ weatherVar225 + weatherVar201,0.0129709323975125
target ~ I(crimeVar2^2),-0.014152439908544
target ~ I(weatherVar15^4),-0.00644576296359135
target ~ I(weatherVar179^3) + I(weatherVar190^4) + var11:geodemVar26,0.0111499567652333
target ~ I(weatherVar170^2) + I(weatherVar15^5),0.0094099544692614
target ~ geodemVar3,-0.0352570753861058
target ~ I(weatherVar50^2) + I(weatherVar214^3),0.0362337495324763
target ~ I(weatherVar34^2) + I(weatherVar159^4),-0.00369570632537711
target ~ var16:weatherVar103,-0.0527216574489673
target ~ var11:geodemVar8 + I(weatherVar16^3),-0.00371800357571399
target ~ I(weatherVar158^4),-0.00612345218560465
target ~ I(weatherVar148^5) + I(weatherVar155^2),-0.0365433619055514
target ~ I(weatherVar15^3) + I(weatherVar207^5),-0.0118195879462571
target ~ I(weatherVar215^4),-0.00472298699568027
target ~ I(weatherVar64^2) + I(weatherVar158^3),0.0167719545813478
target ~ I(weatherVar27^3) + I(weatherVar16^4),0.00739041276290915
target ~ I(weatherVar134^2) + I(weatherVar158^5),0.0202078728892442
target ~ crimeVar2,-0.0109060875699321
target ~ I(weatherVar16^2),0.016166499638394
target ~ I(weatherVar116^2) + I(weatherVar199^4),0.00762246649203196
target ~ I(weatherVar226^2),0.00167360505836032
target ~ weatherVar136 + var11:geodemVar17,-0.00483256998404182
target ~ I(weatherVar73^3),-0.00731588755059484
target ~ I(weatherVar12^3),0.0236613849122135
target ~ var16:weatherVar102,-0.0558915485576486
target ~ var11:geodemVar11 + weatherVar56,0.0040659724231007
target ~ I(weatherVar139^5),-0.003908289549533
target ~ I(geodemVar12^3),0.0119372739502616
target ~ I(weatherVar209^2) + I(weatherVar83^2) + I(weatherVar170^3),0.0419846301576967
target ~ weatherVar100,-0.000375165089858484
target ~ I(weatherVar90^4) + I(weatherVar190^5),0.0208686606819591
target ~ I(weatherVar19^2) + I(weatherVar83^3),0.0395319012196983
target ~ I(weatherVar13^4),0.024609406654699
target ~ weatherVar198,-0.0124640500778588
target ~ I(weatherVar15^2),-0.0344675633157441
target ~ I(weatherVar36^2),-0.00644123733266638
target ~ I(geodemVar9^4),-0.003672412465859
target ~ I(weatherVar215^2) + I(weatherVar158^2) + I(weatherVar181^5),0.00453305456632844
target ~ I(weatherVar5^3) + I(weatherVar27^4) + I(weatherVar161^5),0.013747470082319
target ~ I(weatherVar134^3),0.000993428207519147
target ~ I(weatherVar64^3) + I(weatherVar229^2),0.0120635216625918
target ~ I(weatherVar33^2),-0.00568112964666453
target ~ I(weatherVar133^5),0.00405980250579477
target ~ I(crimeVar5^5),-0.0245709233112808
target ~ I(weatherVar37^5),-0.0191592295343601
target ~ I(weatherVar173^2) + weatherVar120,0.0321041362475182
