ID_St_Dept,ID_DS,Active,WMAE,P_WIN,PAR1
22_47,1,0,NA,NA,NA
22_49,1,1,12.3065398722222,10,NA
22_52,1,1,253.767040096814,7,2
22_54,1,1,32.8997610447683,11,NA
22_55,1,1,3093.30399898845,1,2
22_56,1,1,1899.37897302202,10,NA
22_58,1,1,1294.21392400794,10,NA
22_59,1,1,640.533142365015,7,1
22_60,1,1,62.6440434283538,2,NA
22_67,1,1,3155.2763984508,10,NA
22_71,1,1,803.395855982341,10,NA
22_72,1,1,11522.1390044182,1,9
22_74,1,1,1225.94064724897,2,NA
22_79,1,1,1130.79214738362,1,3
22_80,1,1,180.852848221429,10,NA
22_81,1,1,799.868514344071,11,NA
22_82,1,1,3432.31143408234,10,NA
22_83,1,1,178.425647983929,10,NA
22_85,1,1,660.540322903571,10,NA
22_87,1,1,1569.21063436875,1,5
22_90,1,1,1337.4875283081,7,5
22_91,1,1,1672.19043868737,7,1
22_92,1,1,3735.4948607045,7,4
22_93,1,1,398.140601226389,10,NA
22_94,1,1,76.9297344231241,10,NA
22_95,1,1,2630.7158324873,1,8
22_96,1,0,NA,NA,NA
22_97,1,1,334.577719361706,10,NA
22_98,1,1,76.971686079584,1,2
23_1,1,1,11471.5148044832,1,1
23_2,1,1,8323.87901967219,10,NA
23_3,1,1,8162.6471168083,11,NA
23_4,1,1,1849.54568338954,2,NA
23_5,1,1,12556.4218587056,11,NA
23_6,1,1,2303.54302793017,11,NA
23_7,1,1,11019.3917447135,11,NA
23_8,1,1,2784.211419075,10,NA
23_9,1,1,8188.18143899706,11,NA
23_10,1,1,2307.59292446151,10,NA
23_11,1,1,7025.85468205644,2,NA
23_12,1,1,450.630433541835,1,2
23_13,1,1,2533.53571550243,11,NA
23_14,1,1,5591.63959117374,11,NA
23_16,1,1,6814.96505978285,11,NA
23_17,1,1,3861.45281789621,10,NA
23_18,1,1,7354.99066438042,10,NA
23_19,1,1,258.250196838218,11,NA
23_20,1,1,1578.84428309821,10,NA
23_21,1,1,1136.28003118273,1,2
23_22,1,1,3216.97400943758,11,NA
23_23,1,1,8977.91371465459,3,96887.0511077045
23_24,1,1,2486.48922404652,11,NA
23_25,1,1,2615.15410947167,11,NA
23_26,1,1,2230.37786102797,11,NA
23_27,1,1,774.809759447222,10,NA
23_28,1,1,196.537154807849,11,NA
23_29,1,1,1756.26537186349,10,NA
23_30,1,1,711.113514883333,10,NA
23_31,1,1,1079.70599025119,10,NA
23_32,1,1,2835.17577020856,3,1137135.26558909
23_33,1,1,2695.67179192943,11,NA
23_34,1,1,3708.23226222342,1,1
23_35,1,1,931.151752648141,1,2
23_36,1,1,1670.54350563353,10,NA
23_38,1,1,5085.12858126338,1,1
23_40,1,1,4134.56967997724,2,NA
23_41,1,1,665.785675652511,2,NA
23_42,1,1,797.482469356546,1,2
23_44,1,1,1237.41329211249,1,2
23_45,1,1,18.2588957849206,10,NA
23_46,1,1,5711.39104581113,10,NA
23_47,1,0,NA,NA,NA
23_49,1,1,2763.03206040079,10,NA
23_50,1,1,906.720353874388,11,NA
23_52,1,1,503.118385507936,10,NA
23_54,1,1,1109.98165367247,1,7
23_55,1,1,3927.52447736944,10,NA
23_56,1,1,2400.51128266946,11,NA
23_58,1,1,845.386371719117,3,95.8761658720888
23_59,1,1,795.509976198408,2,NA
23_60,1,1,36.5715206944444,10,NA
23_67,1,1,3663.73811027635,1,1
23_71,1,1,2225.40468036123,11,NA
23_72,1,1,18826.0930341993,7,8
23_74,1,1,5067.28300533679,2,NA
23_79,1,1,2990.6810349505,7,5
23_80,1,1,149.718311717391,11,NA
23_81,1,1,597.823769598215,10,NA
23_82,1,1,4901.88516349684,10,NA
23_83,1,1,153.622177898644,4,NA
23_85,1,1,1803.07432199583,10,NA
23_87,1,1,3842.84840238609,11,NA
23_90,1,1,2070.63003100139,10,NA
23_91,1,1,2296.05575069198,1,3
23_92,1,1,5656.65798653165,1,1
23_93,1,1,416.70596500353,1,1
23_94,1,1,544.621077783333,10,NA
23_95,1,1,4253.66265214881,10,NA
23_96,1,1,1306.58216050614,10,NA
23_97,1,1,826.22253847976,10,NA
23_98,1,1,69.2009973446696,1,2
23_99,1,1,0,14,NA
24_1,1,1,5770.44220809103,10,NA
24_2,1,1,3405.83633378787,10,NA
24_3,1,1,4608.81865068382,11,NA
24_4,1,1,1595.86875521416,10,NA
24_5,1,1,6512.00287454509,11,NA
24_6,1,1,1543.50075019294,3,57082.9002236598
24_7,1,1,9285.29285747129,11,NA
24_8,1,1,2873.7291229382,1,1
24_9,1,1,3620.42675351694,10,NA
24_10,1,1,1840.7247076099,1,3
24_11,1,1,4631.74745548482,11,NA
24_12,1,1,387.368780111546,11,NA
24_13,1,1,1691.77726097273,1,1
24_14,1,1,3618.36354381843,10,NA
24_16,1,1,5060.92217672685,10,NA
24_17,1,1,1496.49524551092,10,NA
24_18,1,1,4676.67075115417,10,NA
24_19,1,1,22.5094342065864,1,2
24_20,1,1,608.096625859812,10,NA
24_21,1,1,803.362371421759,10,NA
24_22,1,1,2322.51936984039,11,NA
24_23,1,1,5297.88878017954,10,NA
24_24,1,1,1596.76667134294,11,NA
24_25,1,1,2031.31861291943,7,1
24_26,1,1,1345.57777200389,10,NA
24_27,1,1,358.823511632592,10,NA
24_28,1,1,95.6969880116274,11,NA
24_29,1,1,991.257265700648,10,NA
24_30,1,1,403.153045188049,11,NA
24_31,1,1,870.835402147778,10,NA
24_32,1,1,2293.09505246444,10,NA
24_33,1,1,1843.89758903384,10,NA
24_34,1,1,2424.43929820364,1,1
24_35,1,1,624.236138069259,10,NA
24_36,1,1,1011.89110109972,10,NA
24_37,1,1,290.575296013703,10,NA
24_38,1,1,3604.82263526472,1,3
24_40,1,1,2049.6826065163,10,NA
24_41,1,1,607.961862732592,10,NA
24_42,1,1,477.316525039526,2,NA
24_43,1,0,NA,NA,NA
24_44,1,1,722.174135633333,10,NA
24_46,1,1,2551.89504696333,10,NA
24_47,1,1,0,14,NA
24_49,1,1,938.450709313252,1,2
24_50,1,1,281.563647031561,7,1
24_52,1,1,370.535429620463,10,NA
24_54,1,1,28.1937899611111,10,NA
24_55,1,1,3560.71863646363,2,NA
24_56,1,1,1398.80443330469,11,NA
24_58,1,1,776.006722351321,7,1
24_59,1,1,2969.15042467957,3,157879.073884219
24_60,1,1,28.5589192588626,1,5
24_67,1,1,3091.16618392263,11,NA
24_71,1,1,1118.96534414528,10,NA
24_72,1,1,18006.39152346,10,NA
24_74,1,1,1830.25488288372,3,11468.4980690019
24_78,1,0,NA,NA,NA
24_79,1,1,1485.8565799256,1,3
24_80,1,1,1794.71059878753,7,2
24_81,1,1,1403.5615441958,1,1
24_82,1,1,4887.85529978973,10,NA
24_83,1,1,625.577065457038,10,NA
24_85,1,1,524.17319891915,1,1
24_87,1,1,2249.10224120557,10,NA
24_90,1,1,4426.6472123596,2,NA
24_91,1,1,5287.2667747061,7,1
24_92,1,1,12936.5729819668,10,NA
24_93,1,1,4664.42373070831,1,1
24_94,1,1,4335.11361950294,11,NA
24_95,1,1,5945.00029096544,2,NA
24_96,1,1,1288.68130100111,10,NA
24_97,1,1,1801.09733175201,1,1
24_98,1,1,812.127777412128,10,NA
24_99,1,1,428.292031578055,1,4
25_1,1,1,6000.40444977977,10,NA
25_2,1,1,3800.88836649704,10,NA
25_3,1,1,4877.66895700834,10,NA
25_4,1,1,1134.13823061528,10,NA
25_5,1,1,4767.57577495457,11,NA
25_6,1,1,4224.01979932004,2,NA
25_7,1,1,6756.12511799722,10,NA
25_8,1,1,1763.82832272977,10,NA
25_9,1,1,3278.27180749991,11,NA
25_10,1,1,2955.23592065,10,NA
25_11,1,1,1421.76949866588,11,NA
25_12,1,1,280.349659646079,11,NA
25_13,1,1,1512.34583532693,7,1
25_14,1,1,2669.76711810734,10,NA
25_16,1,1,3850.93743841249,11,NA
25_17,1,1,1348.09350941528,10,NA
25_18,1,1,2877.20124119531,11,NA
25_19,1,1,4,14,NA
25_20,1,1,545.261068084524,10,NA
25_21,1,1,750.694083523613,10,NA
25_22,1,1,1159.63662736377,11,NA
25_23,1,1,3289.26725291527,10,NA
25_24,1,1,690.283995331421,11,NA
25_25,1,1,998.298063806946,10,NA
25_26,1,1,584.347458779167,10,NA
25_27,1,1,282.000310737952,2,NA
25_28,1,1,113.493615999197,11,NA
25_29,1,1,836.136405490277,10,NA
25_30,1,1,282.141074100379,10,NA
25_31,1,1,459.454236106547,10,NA
25_32,1,1,1372.55656883909,10,NA
25_33,1,1,482.057318503437,11,NA
25_34,1,1,1901.60729299249,11,NA
25_35,1,1,419.392724165222,2,NA
25_36,1,1,465.270788093001,11,NA
25_37,1,1,309.455375472421,10,NA
25_38,1,1,4127.54838613473,10,NA
25_40,1,1,1941.02558069976,1,2
25_41,1,1,1464.30679165649,11,NA
25_42,1,1,413.53676859592,11,NA
25_44,1,1,586.057086831745,10,NA
25_46,1,1,2595.45611539582,10,NA
25_47,1,0,NA,NA,NA
25_48,1,1,44.8311111111111,14,NA
25_49,1,1,1797.48705774753,7,6
25_50,1,1,300.762614784631,3,5770.48807282935
25_52,1,1,367.993021626389,10,NA
25_54,1,1,31.0701745435385,1,1
25_55,1,1,2397.89792799863,11,NA
25_56,1,1,971.175840596157,11,NA
25_58,1,1,334.916247142857,10,NA
25_59,1,1,160.583412568495,11,NA
25_60,1,1,75.2879012777778,10,NA
25_67,1,1,2264.06367944722,10,NA
25_71,1,1,574.956510162469,11,NA
25_72,1,1,15608.2392063079,10,NA
25_74,1,1,2041.22096007222,10,NA
25_79,1,1,693.201177682134,1,1
25_80,1,1,91.2978436055555,10,NA
25_81,1,1,420.996330963581,1,4
25_82,1,1,2070.75387402639,10,NA
25_83,1,1,61.5447210181977,7,1
25_85,1,1,1272.6051210869,10,NA
25_87,1,1,814.104611116664,10,NA
25_90,1,1,654.010858404455,1,1
25_91,1,1,427.649032662213,2,NA
25_92,1,1,2177.67737387623,1,4
25_93,1,1,151.94649193787,1,2
25_94,1,1,580.030440064745,11,NA
25_95,1,1,2306.28435257912,2,NA
25_97,1,1,206.627262208046,2,NA
25_98,1,1,194.861043087362,1,3
25_99,1,0,NA,NA,NA
26_1,1,1,3683.24052744167,10,NA
26_2,1,1,2342.32447969106,10,NA
26_3,1,1,2219.80424434722,10,NA
26_4,1,1,1334.92451545025,2,NA
26_5,1,1,3817.28161835813,10,NA
26_6,1,1,1418.77166197361,10,NA
26_7,1,1,4537.62411066964,10,NA
26_8,1,1,1551.61761340043,1,2
26_9,1,1,1942.52128957036,11,NA
26_10,1,1,1026.09555038381,2,NA
26_11,1,1,2237.21291683849,10,NA
26_12,1,1,489.270519487288,1,2
26_13,1,1,1343.01105270174,11,NA
26_14,1,1,1905.2709638248,10,NA
26_16,1,1,4260.44676234584,11,NA
26_17,1,1,996.150871023414,10,NA
26_18,1,1,2280.67679607857,10,NA
26_19,1,1,207.977584484326,10,NA
26_20,1,1,403.674747718055,10,NA
26_21,1,1,516.492476125398,11,NA
26_22,1,1,888.041918247828,11,NA
26_23,1,1,2132.8240493367,10,NA
26_24,1,1,708.611637487602,1,2
26_25,1,1,649.181801709699,1,4
26_26,1,1,502.340964458998,1,2
26_27,1,1,201.273251997222,10,NA
26_28,1,1,92.0528617605159,10,NA
26_29,1,1,656.578872813889,10,NA
26_30,1,1,271.980469988889,10,NA
26_31,1,1,232.219893029762,10,NA
26_32,1,1,1032.09687221528,10,NA
26_33,1,1,885.242547090193,1,2
26_34,1,1,1268.55562898352,1,1
26_35,1,1,315.775837349287,11,NA
26_36,1,1,293.528270937849,7,8
26_38,1,1,7379.83183990471,2,NA
26_40,1,1,1651.13911116529,10,NA
26_41,1,1,404.602503327255,11,NA
26_42,1,1,257.122107063607,2,NA
26_44,1,1,644.266585827382,10,NA
26_45,1,1,17.6886826439626,2,NA
26_46,1,1,1174.14729579941,10,NA
26_47,1,0,NA,NA,NA
26_48,1,1,367.271317924736,11,NA
26_49,1,1,657.482906147222,10,NA
26_52,1,1,241.809124943557,11,NA
26_54,1,1,12.3022249719961,7,1
26_55,1,1,1517.13346577781,11,NA
26_56,1,1,1511.79849058773,11,NA
26_59,1,1,107.171643206944,10,NA
26_60,1,1,33.9538803273405,1,1
26_67,1,1,1715.48634506527,10,NA
26_71,1,1,605.648476097421,10,NA
26_72,1,1,6974.06493043195,10,NA
26_74,1,1,829.457856649065,11,NA
26_79,1,1,1154.70937781865,10,NA
26_80,1,1,1463.98111980277,2,NA
26_81,1,1,1355.9508790992,1,1
26_82,1,1,2715.42716372639,10,NA
26_83,1,1,442.841091416667,10,NA
26_85,1,1,322.186249131944,10,NA
26_87,1,1,2876.28681343983,1,5
26_90,1,1,6211.82835026211,10,NA
26_91,1,1,2058.38701240164,2,NA
26_92,1,1,10646.4311408134,1,3
26_93,1,1,4439.69767600369,7,2
26_94,1,1,3858.33935337015,1,2
26_95,1,1,6186.5595257078,1,1
26_96,1,1,1825.92352304901,10,NA
26_97,1,1,1925.38715091131,1,1
26_98,1,1,737.935393118053,10,NA
26_99,1,1,259.804345096418,2,NA
27_1,1,1,8153.62572188439,1,2
27_2,1,1,4894.61256499539,10,NA
27_3,1,1,7753.70163923986,11,NA
27_4,1,1,2858.08550913857,11,NA
27_5,1,1,6523.38085615958,11,NA
27_6,1,1,3125.10464268667,10,NA
27_7,1,1,13422.067369315,10,NA
27_8,1,1,2340.62416965222,1,2
27_9,1,1,4025.81800738352,11,NA
27_10,1,1,2737.98555098283,1,2
27_11,1,1,4532.69255680922,7,2
27_12,1,1,360.600638995256,10,NA
27_13,1,1,2532.86393958943,2,NA
27_14,1,1,5534.10417138645,3,14722.5432643537
27_16,1,1,5184.30803436586,11,NA
27_17,1,1,1613.19950179361,10,NA
27_18,1,1,7454.78750488889,10,NA
27_19,1,1,285.907817079351,11,NA
27_20,1,1,1521.22768168197,1,3
27_21,1,1,924.213399900501,3,3071.74909497947
27_22,1,1,2162.67819626343,3,3863.50466955869
27_23,1,1,4534.13807392863,10,NA
27_24,1,1,1557.90042797811,11,NA
27_25,1,1,1492.89354865519,11,NA
27_26,1,1,1801.41220247205,10,NA
27_27,1,1,300.159043014723,10,NA
27_28,1,1,106.065966824728,11,NA
27_29,1,1,1038.77358368062,11,NA
27_30,1,1,578.323223853375,1,1
27_31,1,1,982.238825897785,11,NA
27_32,1,1,1605.90848900527,10,NA
27_33,1,1,1430.34092278313,11,NA
27_34,1,1,2377.54977994513,11,NA
27_35,1,1,726.49365235052,11,NA
27_36,1,1,1093.23189384861,11,NA
27_37,1,1,186.886542182223,10,NA
27_38,1,1,4598.02483710449,7,1
27_40,1,1,2953.32167820239,1,1
27_41,1,1,819.988510779409,1,1
27_42,1,1,740.818132771017,10,NA
27_44,1,1,747.478998794615,10,NA
27_46,1,1,4046.08943042825,10,NA
27_47,1,0,NA,NA,NA
27_49,1,1,1188.59979055458,1,5
27_50,1,1,401.888300263889,10,NA
27_52,1,1,521.424402712606,11,NA
27_54,1,1,31.2962540416667,10,NA
27_55,1,1,4550.91464201945,10,NA
27_56,1,1,1617.27790865287,10,NA
27_58,1,1,621.73297847212,2,NA
27_59,1,1,597.471577316617,2,NA
27_60,1,1,57.2480164222223,10,NA
27_67,1,1,3183.99672591066,2,NA
27_71,1,1,1787.42574784759,3,1280.01668182027
27_72,1,1,18670.5858328738,1,7
27_74,1,1,2894.2147370242,1,1
27_78,1,1,1.15428571428571,14,NA
27_79,1,1,2866.83936776388,10,NA
27_80,1,1,1487.75176946097,1,2
27_81,1,1,1838.45703125167,10,NA
27_82,1,1,6525.91429192893,2,NA
27_83,1,1,1005.96268612662,2,NA
27_85,1,1,1443.7526547725,10,NA
27_87,1,1,1312.15990527955,2,NA
27_90,1,1,5095.28632064064,1,1
27_91,1,1,4922.05125261822,1,1
27_92,1,1,10622.2499883868,1,1
27_93,1,1,4640.06617134735,1,2
27_94,1,1,4572.2829181924,7,4
27_95,1,1,6552.76176777885,2,NA
27_96,1,1,3021.37074449505,1,5
27_97,1,1,1483.78060887413,1,1
27_98,1,1,1293.31948034023,1,5
27_99,1,1,877.828214527938,1,2
28_1,1,1,4292.83882681043,1,1
28_2,1,1,3196.82654067656,1,3
28_3,1,1,2733.74876304809,2,NA
28_4,1,1,2314.47516965734,3,13681.7019422747
28_5,1,1,7805.51290811666,10,NA
28_6,1,1,2109.6734555314,11,NA
28_7,1,1,8520.82547637082,10,NA
28_8,1,1,1176.57807683124,2,NA
28_9,1,1,2331.06339263383,1,4
28_10,1,1,1995.48344032392,11,NA
28_11,1,1,1741.88878450331,1,4
28_12,1,1,335.316550124999,10,NA
28_13,1,1,2641.76529114658,7,2
28_14,1,1,3122.53670901952,11,NA
28_16,1,1,1372.30372007461,1,3
28_17,1,1,1248.0216993802,11,NA
28_18,1,1,4795.63835516096,2,NA
28_19,1,1,227.46114841755,1,2
28_20,1,1,942.921630845832,10,NA
28_21,1,1,454.631039435951,1,5
28_22,1,1,1865.59507018778,11,NA
28_23,1,1,3961.03194916376,1,2
28_24,1,1,2107.36091612262,11,NA
28_25,1,1,1878.72123779722,10,NA
28_26,1,1,1451.18613785616,11,NA
28_27,1,1,248.56265134994,11,NA
28_28,1,1,79.8814938683537,11,NA
28_29,1,1,1056.83811010363,11,NA
28_30,1,1,460.58836279101,11,NA
28_31,1,1,773.237327746203,11,NA
28_32,1,1,2826.00602064565,7,1
28_33,1,1,2322.73382255457,11,NA
28_34,1,1,2125.61321202917,10,NA
28_35,1,1,414.127324636107,2,NA
28_36,1,1,630.426314306038,2,NA
28_37,1,1,282.558956733333,10,NA
28_38,1,1,4963.3782444135,2,NA
28_40,1,1,2282.41606759749,2,NA
28_41,1,1,787.053307789034,11,NA
28_42,1,1,485.952267613649,2,NA
28_44,1,1,593.019798718056,10,NA
28_45,1,1,17.5067147,10,NA
28_46,1,1,2130.78266322223,10,NA
28_47,1,0,NA,NA,NA
28_49,1,1,1869.57044232712,1,3
28_52,1,1,293.651275535614,1,3
28_54,1,1,20.1797231674603,10,NA
28_55,1,1,2701.47468230833,11,NA
28_56,1,1,232.342638373147,2,NA
28_58,1,1,2448.88216103252,11,NA
28_59,1,1,672.667277337681,2,NA
28_60,1,1,111.502667927063,1,4
28_67,1,1,2091.00273899698,7,1
28_71,1,1,1707.98038943944,2,NA
28_72,1,1,12801.1286501272,1,10
28_74,1,1,2495.8923579125,10,NA
28_79,1,1,2349.63155715816,1,9
28_80,1,1,1895.49590034206,7,1
28_81,1,1,2414.00099262088,7,1
28_82,1,1,2119.40711519348,1,1
28_83,1,1,2162.83395340556,10,NA
28_85,1,1,277.02480267968,7,9
28_87,1,1,1216.47310343221,7,5
28_90,1,1,8878.57019858331,10,NA
28_91,1,1,10595.2691972359,1,1
28_92,1,1,20198.4409795395,11,NA
28_93,1,1,11127.7756309588,2,NA
28_94,1,1,4199.13954638056,10,NA
28_95,1,1,11501.3585944081,1,1
28_96,1,1,4157.10627844084,11,NA
28_97,1,1,4516.3029881455,11,NA
28_98,1,1,1565.72191978777,3,10360.373872736
28_99,1,1,375.562840219841,10,NA
29_1,1,1,5948.26631605239,10,NA
29_2,1,1,2698.50696963136,10,NA
29_3,1,1,3118.67834697167,2,NA
29_4,1,1,835.716888167461,10,NA
29_5,1,1,3930.53805756877,11,NA
29_6,1,1,7741.70874918707,3,80832.4190222338
29_7,1,1,5548.92308145099,10,NA
29_8,1,1,1587.11785596137,10,NA
29_9,1,1,2288.60378481378,11,NA
29_10,1,1,940.875287944044,10,NA
29_11,1,1,1811.95328380721,2,NA
29_12,1,1,297.997279808586,10,NA
29_13,1,1,972.999087585313,10,NA
29_14,1,1,1788.02127149683,10,NA
29_16,1,1,2258.15363346269,2,NA
29_17,1,1,864.453754272419,10,NA
29_18,1,1,2251.67314518651,10,NA
29_19,1,1,13.5563988250087,11,NA
29_20,1,1,593.906054279755,11,NA
29_21,1,1,684.592146561112,10,NA
29_22,1,1,1142.80551904365,10,NA
29_23,1,1,5112.98984539247,10,NA
29_24,1,1,1022.88340476786,10,NA
29_25,1,1,883.009957133727,10,NA
29_26,1,1,601.41602608361,11,NA
29_27,1,1,379.499891551785,10,NA
29_28,1,1,81.4549825440501,2,NA
29_29,1,1,682.735517749459,10,NA
29_30,1,1,397.101372215221,11,NA
29_31,1,1,627.025617154961,10,NA
29_32,1,1,1613.81981426885,10,NA
29_33,1,1,935.304324866867,10,NA
29_34,1,1,2016.45285360436,10,NA
29_35,1,1,564.267139640476,10,NA
29_36,1,1,276.322899808929,10,NA
29_38,1,1,1192.26255680661,2,NA
29_40,1,1,1006.2279447905,2,NA
29_41,1,1,364.838652297619,10,NA
29_42,1,1,344.930592052449,1,1
29_44,1,1,304.754178214287,10,NA
29_46,1,1,2000.03372806945,10,NA
29_47,1,1,0,14,NA
29_48,1,0,NA,NA,NA
29_49,1,1,30.9999761328829,1,2
29_52,1,1,157.448496719458,7,7
29_54,1,1,14.9988657888889,10,NA
29_55,1,1,1787.39637429093,11,NA
29_56,1,1,854.256460330561,2,NA
29_58,1,1,320.669202777778,10,NA
29_59,1,1,143.964317868651,10,NA
29_60,1,1,77.6459268134919,10,NA
29_67,1,1,2242.59308989325,10,NA
29_71,1,1,0,2,NA
29_72,1,1,134317.772545289,3,287303.516847274
29_74,1,1,1224.41442803549,2,NA
29_79,1,1,800.137489175599,10,NA
29_80,1,1,17.3232346045898,11,NA
29_81,1,1,375.283250800395,10,NA
29_82,1,1,2622.22396388413,10,NA
29_83,1,1,116.367114246242,1,1
29_85,1,1,599.73877287738,10,NA
29_87,1,1,1158.95128057103,10,NA
29_90,1,1,791.774577820676,10,NA
29_91,1,1,347.375835601411,11,NA
29_92,1,1,1854.10770557243,10,NA
29_93,1,1,263.834179796628,2,NA
29_94,1,1,265.489469765079,10,NA
29_95,1,1,2329.27393043605,2,NA
29_97,1,1,216.842178500794,10,NA
29_98,1,1,60.4979240282729,2,NA
29_99,1,1,0,14,NA
30_1,1,1,610.491111111111,14,NA
30_2,1,1,717.08,14,NA
30_3,1,1,43.38,14,NA
30_4,1,1,618.14,14,NA
30_5,1,1,50.08,14,NA
30_6,1,1,3.64,14,NA
30_7,1,1,72.5555555555555,14,NA
30_8,1,1,269.733333333333,14,NA
30_9,1,1,49.2288888888889,14,NA
30_10,1,1,35.2,14,NA
30_11,1,1,161.555555555556,14,NA
30_12,1,1,6.11777777777778,14,NA
30_13,1,1,162.7,14,NA
30_14,1,1,86.8177777777777,14,NA
30_16,1,1,236.184444444444,14,NA
30_17,1,1,4.01777777777778,14,NA
30_18,1,1,91.9088888888889,14,NA
30_20,1,1,22.97,14,NA
30_21,1,1,34.0133333333334,14,NA
30_22,1,1,0,14,NA
30_23,1,1,11,14,NA
30_24,1,0,NA,NA,NA
30_25,1,1,2.24,14,NA
30_26,1,0,NA,NA,NA
30_27,1,0,NA,NA,NA
30_28,1,1,23.2422222222222,14,NA
30_29,1,1,0,14,NA
30_31,1,1,16.8622222222222,14,NA
30_32,1,1,16.6288888888889,14,NA
30_33,1,0,NA,NA,NA
30_38,1,1,2678.79333333333,14,NA
30_40,1,1,1482.35333333333,14,NA
30_42,1,1,7.06222222222222,14,NA
30_44,1,0,NA,NA,NA
30_46,1,1,463.142222222222,14,NA
30_49,1,1,9.03777777777778,14,NA
30_52,1,1,1.48444444444444,14,NA
30_56,1,1,77.495,14,NA
30_59,1,1,130.877777777778,14,NA
30_60,1,1,72.4444444444445,14,NA
30_67,1,1,106.74,14,NA
30_72,1,1,41.8822222222222,14,NA
30_74,1,1,23.1,14,NA
30_79,1,1,224.608888888889,14,NA
30_80,1,1,138.868888888889,14,NA
30_81,1,1,203.79111111111,14,NA
30_82,1,1,337.722222222222,14,NA
30_83,1,1,142.117777777778,14,NA
30_85,1,1,9.09111111111111,14,NA
30_87,1,1,84.2177777777778,14,NA
30_90,1,1,742.166666666669,14,NA
30_91,1,1,827.848888888888,14,NA
30_92,1,1,1504.26222222222,14,NA
30_93,1,1,788.804444444445,14,NA
30_94,1,1,833.91111111111,14,NA
30_95,1,1,441.746666666666,14,NA
30_96,1,1,1503.46888888889,14,NA
30_97,1,1,541.544444444444,14,NA
30_98,1,1,466.426666666667,14,NA
30_99,1,0,NA,NA,NA
31_1,1,1,4382.84368510564,7,1
31_2,1,1,1975.25670037742,7,1
31_3,1,1,4412.55122514306,10,NA
31_4,1,1,1621.75199718306,7,2
31_5,1,1,5580.82791506433,1,2
31_6,1,1,1634.82738403195,10,NA
31_7,1,1,7664.26076506665,10,NA
31_8,1,1,1233.45519850291,7,1
31_9,1,1,1505.41918507878,1,4
31_10,1,1,1528.53210701934,11,NA
31_11,1,1,1189.99225108333,10,NA
31_12,1,1,268.259827723391,1,6
31_13,1,1,1582.83092452916,10,NA
31_14,1,1,4689.54035870685,3,25713.8254645822
31_16,1,1,1698.2525847057,11,NA
31_17,1,1,986.756151805555,10,NA
31_18,1,1,5080.5201883383,10,NA
31_19,1,1,22.1658196958333,10,NA
31_20,1,1,913.246669892309,11,NA
31_21,1,1,467.496190595835,10,NA
31_22,1,1,1607.4609364464,11,NA
31_23,1,1,2827.07396821389,10,NA
31_24,1,1,1128.68010625417,10,NA
31_25,1,1,1475.93477358732,1,3
31_26,1,1,976.364997063671,11,NA
31_27,1,1,252.797974466552,2,NA
31_28,1,1,100.415825065728,11,NA
31_29,1,1,762.07648003419,1,4
31_30,1,1,407.460256926682,11,NA
31_31,1,1,911.395243536421,11,NA
31_32,1,1,1681.12672055833,10,NA
31_33,1,1,1256.62116469574,11,NA
31_34,1,1,1437.97556327392,1,3
31_35,1,1,313.769076860536,7,1
31_36,1,1,546.496224987818,11,NA
31_37,1,1,260.730267543249,11,NA
31_38,1,1,4877.23909594739,7,6
31_40,1,1,2550.08200991251,10,NA
31_41,1,1,327.240099998611,10,NA
31_42,1,1,427.426595713208,1,2
31_44,1,1,502.315113730556,10,NA
31_45,1,0,NA,NA,NA
31_46,1,1,1667.94379278332,10,NA
31_47,1,0,NA,NA,NA
31_49,1,1,1537.828714625,10,NA
31_51,1,0,NA,NA,NA
31_52,1,1,139.346454833711,3,1219.22045344955
31_54,1,1,25.609061293254,10,NA
31_55,1,1,2318.15305605074,2,NA
31_56,1,1,590.09006758979,2,NA
31_58,1,1,1461.89722312277,3,20604.3792628907
31_59,1,1,322.964287454616,11,NA
31_60,1,1,85.7697979166667,10,NA
31_67,1,1,1749.17383074454,2,NA
31_71,1,1,964.058769857126,11,NA
31_72,1,1,21783.5945776593,1,2
31_74,1,1,2177.18661425484,2,NA
31_78,1,1,0,14,NA
31_79,1,1,4907.0270366893,1,1
31_80,1,1,1146.57076984694,7,1
31_81,1,1,1205.91143356972,7,1
31_82,1,1,3721.97684908334,10,NA
31_83,1,1,1049.81191090417,10,NA
31_85,1,1,245.006543488889,10,NA
31_87,1,1,853.093743508332,10,NA
31_90,1,1,4263.53403634269,1,2
31_91,1,1,2286.47036911131,2,NA
31_92,1,1,9368.41221276605,3,119854.654277931
31_93,1,1,5780.86724662071,1,1
31_94,1,1,4383.12257629214,1,10
31_95,1,1,4972.6817526561,1,1
31_96,1,1,2765.09313944583,10,NA
31_97,1,1,2821.30334350832,10,NA
31_98,1,1,1718.26891526293,1,4
31_99,1,1,802.901291624077,3,220961.80198128
32_1,1,1,5392.505001375,10,NA
32_2,1,1,2800.21150862322,10,NA
32_3,1,1,5055.97783524581,11,NA
32_4,1,1,1583.84502253987,1,2
32_5,1,1,7137.58251135666,10,NA
32_6,1,1,1810.95390644474,11,NA
32_7,1,1,91179.5943294093,3,2504409.94462847
32_8,1,1,1441.49842905316,10,NA
32_9,1,1,2723.79376575765,11,NA
32_10,1,1,3024.46447879157,11,NA
32_11,1,1,1620.41824999168,11,NA
32_12,1,1,234.350215208312,11,NA
