ID_St_Dept,ID_DS,Active,WMAE,P_WIN,PAR1
5_31,1,1,217.425456262987,10,NA
5_32,1,1,615.578300774838,11,NA
5_33,1,1,505.941964402044,1,1
5_34,1,1,554.416756255412,1,1
5_35,1,1,204.672689710854,2,NA
5_36,1,1,171.882434511193,2,NA
5_38,1,1,6588.20487026015,1,3
5_40,1,1,741.73385489951,1,2
5_41,1,1,75.8095619969389,2,NA
5_42,1,1,264.586008333888,11,NA
5_44,1,1,259.142028918202,2,NA
5_45,1,0,NA,NA,NA
5_46,1,1,577.74173290873,10,NA
5_47,1,1,0,14,NA
5_49,1,1,12.2060023712451,1,2
5_52,1,1,151.476918172476,11,NA
5_54,1,1,11.591951326603,1,4
5_55,1,1,748.29555879596,3,3970.51962226811
5_56,1,1,646.374829389242,11,NA
5_58,1,1,346.447413492064,10,NA
5_59,1,1,80.9780160333334,10,NA
5_60,1,1,54.8950907231759,11,NA
5_67,1,1,778.59881270432,1,1
5_71,1,1,212.959718636783,1,6
5_72,1,1,6072.36917381019,3,3929.42988728958
5_74,1,1,414.44339068665,3,429.743113964734
5_79,1,1,483.557974336275,1,1
5_80,1,0,NA,NA,NA
5_81,1,1,114.488205364285,10,NA
5_82,1,1,571.517498325251,10,NA
5_85,1,1,94.1409728373997,2,NA
5_87,1,1,969.666707694371,11,NA
5_90,1,1,124.462074270713,1,1
5_91,1,1,163.707835111905,10,NA
5_92,1,1,343.414982802007,1,3
5_94,1,1,195.24915726488,11,NA
5_95,1,1,713.497519720366,1,2
5_96,1,1,570.906013967602,1,7
5_97,1,1,54.8607580077627,1,2
5_98,1,1,26.7847374666667,10,NA
5_99,1,0,NA,NA,NA
6_1,1,1,6542.40113805385,10,NA
6_2,1,1,4157.32765925757,10,NA
6_3,1,1,3938.75498918199,11,NA
6_4,1,1,2116.18832332122,1,2
6_5,1,1,8314.3194747387,11,NA
6_6,1,1,1927.50456122903,3,54908.195580551
6_7,1,1,9848.34258198332,10,NA
6_8,1,1,2847.85690009121,10,NA
6_9,1,1,11563.5625344222,1,2
6_10,1,1,3614.11520563474,10,NA
6_11,1,1,2465.9721540462,10,NA
6_12,1,1,476.982357856113,11,NA
6_13,1,1,1879.93746285862,1,1
6_14,1,1,4570.63298725214,11,NA
6_16,1,1,4375.13150874562,11,NA
6_17,1,1,1771.32480677397,2,NA
6_18,1,1,6382.73978086945,10,NA
6_19,1,1,324.488079042614,2,NA
6_20,1,1,1491.36093352167,10,NA
6_21,1,1,831.425097288278,11,NA
6_22,1,1,3088.38827532136,3,50986.272379911
6_23,1,1,5046.69499199828,1,5
6_24,1,1,1964.40509015634,11,NA
6_25,1,1,2048.26598300352,10,NA
6_26,1,1,1319.59942752519,10,NA
6_27,1,1,348.370050861111,10,NA
6_28,1,1,79.0043371856481,10,NA
6_29,1,1,1041.03959087934,2,NA
6_30,1,1,434.093017927655,11,NA
6_31,1,1,821.457976438659,11,NA
6_32,1,1,3233.37690260009,10,NA
6_33,1,1,2052.2748531975,10,NA
6_34,1,1,2605.6185513293,11,NA
6_35,1,1,662.101056605582,11,NA
6_36,1,1,1424.72137834317,11,NA
6_37,1,1,258.195173456307,1,1
6_38,1,1,7171.95528081503,1,1
6_40,1,1,2815.60678380957,2,NA
6_41,1,1,825.706075993876,11,NA
6_42,1,1,563.591181868336,10,NA
6_44,1,1,1120.16399585377,2,NA
6_45,1,1,0,14,NA
6_46,1,1,3834.52957632712,1,4
6_47,1,0,NA,NA,NA
6_48,1,1,985.866534847917,11,NA
6_49,1,1,1623.25510911519,10,NA
6_52,1,1,518.080003471794,10,NA
6_54,1,1,80.1444779916667,10,NA
6_55,1,1,3859.29002817528,10,NA
6_56,1,1,1877.60766062476,2,NA
6_58,1,1,974.115906916676,1,2
6_59,1,1,6497.52779471116,1,1
6_60,1,1,97.7146991126831,11,NA
6_67,1,1,2786.91409486334,10,NA
6_71,1,1,1075.55834373055,2,NA
6_72,1,1,16480.3011406102,3,80286.6047301393
6_74,1,1,2289.67083888838,3,20996.2307128537
6_79,1,1,2363.52426150698,1,1
6_80,1,1,1053.09346966272,2,NA
6_81,1,1,960.348562841019,4,NA
6_82,1,1,4399.20246189,10,NA
6_83,1,1,438.306057502015,11,NA
6_85,1,1,540.25542591111,10,NA
6_87,1,1,3503.19532468139,11,NA
6_90,1,1,3864.81420639129,10,NA
6_91,1,1,1919.1276804076,2,NA
6_92,1,1,7118.97940640639,1,5
6_93,1,1,4582.71456676569,1,2
6_94,1,1,3109.1310201963,7,1
6_95,1,1,5401.01882593648,1,1
6_96,1,1,3081.02686636833,10,NA
6_97,1,1,1391.57757300748,7,1
6_98,1,1,1389.19834353859,1,2
6_99,1,1,402.908703834921,10,NA
7_1,1,1,1816.91881881489,10,NA
7_2,1,1,3010.99627292084,10,NA
7_3,1,1,2132.43589505183,11,NA
7_4,1,1,1372.75435473819,11,NA
7_5,1,1,3916.90957753189,11,NA
7_6,1,1,2619.97937646506,3,37563.9042149447
7_7,1,1,4146.03195340426,11,NA
7_8,1,1,256.593727797965,2,NA
7_9,1,1,4520.13438463962,11,NA
7_10,1,1,2060.69109745893,10,NA
7_11,1,1,1842.08341949162,11,NA
7_12,1,1,606.74851258841,11,NA
7_13,1,1,1093.35415291867,1,3
7_14,1,1,1597.33080062404,11,NA
7_16,1,1,3358.5372457552,11,NA
7_17,1,1,807.442475855876,11,NA
7_18,1,1,2717.04702884243,10,NA
7_19,1,1,0,14,NA
7_20,1,1,532.480944537709,11,NA
7_21,1,1,460.657866351786,10,NA
7_22,1,1,2093.58805425697,1,2
7_23,1,1,2571.18666369247,10,NA
7_24,1,1,902.73541150856,11,NA
7_25,1,1,964.596119954167,10,NA
7_26,1,1,338.204367037699,10,NA
7_27,1,1,97.2345180050019,11,NA
7_28,1,1,43.5714621537271,1,1
7_29,1,1,223.657857561467,11,NA
7_30,1,1,187.92826483204,2,NA
7_31,1,1,549.890370750001,10,NA
7_32,1,1,1919.14571055417,10,NA
7_33,1,1,750.700542783134,10,NA
7_34,1,1,527.699761328625,1,3
7_35,1,1,61.9191146931247,2,NA
7_36,1,1,685.381959232367,11,NA
7_38,1,1,3270.42552758981,1,3
7_40,1,1,3579.44108312841,1,2
7_41,1,1,658.379608927061,11,NA
7_42,1,1,479.974690341325,1,1
7_44,1,1,535.837943197816,10,NA
7_45,1,1,16.0603668388889,10,NA
7_46,1,1,2524.72145902984,11,NA
7_47,1,0,NA,NA,NA
7_48,1,1,671.318795337301,10,NA
7_49,1,1,12.4582488828377,1,1
7_52,1,1,234.272127346825,10,NA
7_54,1,1,23.8443715005772,10,NA
7_55,1,1,1954.85161166452,11,NA
7_56,1,1,4697.31803300256,11,NA
7_58,1,1,68.1068625944858,2,NA
7_59,1,1,33.8402004362844,2,NA
7_60,1,1,56.0885719166667,10,NA
7_67,1,1,1167.98280820377,2,NA
7_71,1,1,462.50895564402,3,1383.73313329086
7_72,1,1,15111.8470196752,1,1
7_74,1,1,990.423527587203,11,NA
7_79,1,1,662.33531120391,11,NA
7_80,1,1,102.273478182563,1,4
7_81,1,1,647.067049450813,11,NA
7_82,1,1,1767.005649125,10,NA
7_83,1,1,112.414555271027,1,1
7_85,1,1,664.73130415734,10,NA
7_87,1,1,1425.86322461842,1,2
7_90,1,1,1740.16612630525,11,NA
7_91,1,1,1410.29933249356,2,NA
7_92,1,1,2415.15311791409,10,NA
7_93,1,1,319.460468195167,11,NA
7_94,1,1,404.204290430953,10,NA
7_95,1,1,4563.21592522631,1,2
7_96,1,1,474.507484751174,1,3
7_97,1,1,721.382738143165,11,NA
7_98,1,1,70.9220963852713,11,NA
8_1,1,1,4149.09802835057,1,2
8_2,1,1,1782.79998612441,10,NA
8_3,1,1,4333.94227397009,1,2
8_4,1,1,1617.99591831113,3,14489.7894386228
8_5,1,1,4956.99351914326,11,NA
8_6,1,1,1295.51572968536,3,20376.14011834
8_7,1,1,5548.0889941728,11,NA
8_8,1,1,1220.40884314027,10,NA
8_9,1,1,2364.92056728164,11,NA
8_10,1,1,1766.74279541832,11,NA
8_11,1,1,2331.16998125972,10,NA
8_12,1,1,669.25498251411,7,2
8_13,1,1,1049.07342070401,11,NA
8_14,1,1,2061.38351722853,11,NA
8_16,1,1,2746.01403619167,11,NA
8_17,1,1,1061.12642238655,11,NA
8_18,1,1,5296.33692116548,10,NA
8_19,1,1,101.06749045,10,NA
8_20,1,1,578.37269480139,10,NA
8_21,1,1,377.33917635119,10,NA
8_22,1,1,1418.68921748583,3,20586.1170666711
8_23,1,1,3145.7320973125,10,NA
8_24,1,1,1446.79020505833,10,NA
8_25,1,1,1066.59655511561,11,NA
8_26,1,1,1066.27019622246,1,2
8_27,1,1,270.328149318056,10,NA
8_28,1,1,63.6911443442218,1,1
8_29,1,1,534.279628929353,1,3
8_30,1,1,331.087753556943,10,NA
8_31,1,1,631.485626211646,11,NA
8_32,1,1,1942.46392098333,10,NA
8_33,1,1,1683.18748909286,10,NA
8_34,1,1,934.579203853319,1,3
8_35,1,1,260.670277453571,10,NA
8_36,1,1,330.481126055827,1,4
8_37,1,1,207.7125890375,10,NA
8_38,1,1,6075.11641587222,10,NA
8_40,1,1,1888.92216597187,11,NA
8_41,1,1,364.404990893856,11,NA
8_42,1,1,547.839389619444,10,NA
8_44,1,1,735.473431977778,10,NA
8_45,1,1,1,14,NA
8_46,1,1,2308.69152935833,10,NA
8_47,1,1,69.75,14,NA
8_49,1,1,444.587377167303,11,NA
8_52,1,1,367.448509120091,11,NA
8_54,1,1,39.4314820103174,10,NA
8_55,1,1,1721.68258819843,2,NA
8_56,1,1,1605.59116867778,11,NA
8_58,1,1,127.297222395091,2,NA
8_59,1,1,274.617412825,10,NA
8_60,1,1,55.8089185171128,7,7
8_67,1,1,1798.33421243741,1,1
8_71,1,1,819.347827311905,10,NA
8_72,1,1,13406.4661457598,1,2
8_74,1,1,1372.57609473333,10,NA
8_79,1,1,2111.99274984108,11,NA
8_80,1,1,506.167966654137,7,1
8_81,1,1,553.268676719445,10,NA
8_82,1,1,2605.36573484305,10,NA
8_83,1,1,86.9044627024097,2,NA
8_85,1,1,463.296600742858,10,NA
8_87,1,1,1966.71554053809,10,NA
8_90,1,1,2535.36965490354,11,NA
8_91,1,1,2627.29604002203,10,NA
8_92,1,1,5888.79851238903,11,NA
8_93,1,1,3278.65260188014,2,NA
8_94,1,1,2301.28809010695,1,1
8_95,1,1,3039.64337865661,11,NA
8_96,1,1,13.6990476190476,14,NA
8_97,1,1,1525.11217551805,10,NA
8_98,1,1,1199.93876628368,1,3
8_99,1,1,299.467901939259,11,NA
9_1,1,1,2888.82304831689,1,3
9_2,1,1,1548.23243909137,7,7
9_3,1,1,1066.28518090555,10,NA
9_4,1,1,1018.92759018855,1,4
9_5,1,1,2927.58612946874,1,2
9_6,1,1,924.775223864516,1,1
9_7,1,1,3098.08579095698,1,1
9_8,1,1,1099.46014138264,3,156.100091006191
9_9,1,1,3964.38661074048,10,NA
9_10,1,1,1372.61462940491,11,NA
9_11,1,1,1620.92668156064,11,NA
9_12,1,1,616.65755833735,3,465.64793817951
9_13,1,1,1251.28444366493,3,11509.4892962978
9_14,1,1,1585.69100249384,1,3
9_16,1,1,1771.75282296111,2,NA
9_17,1,1,793.789356520634,10,NA
9_18,1,1,3630.53095946111,10,NA
9_19,1,1,147.959869694013,1,3
9_20,1,1,298.800154308796,1,1
9_21,1,1,314.776628313175,2,NA
9_22,1,1,900.553069608877,1,9
9_23,1,1,1369.33981030046,1,1
9_24,1,1,564.164894539134,1,5
9_25,1,1,636.710148959736,2,NA
9_26,1,1,578.124318076192,1,8
9_27,1,1,179.493475299194,1,2
9_28,1,1,53.0758980229346,11,NA
9_29,1,1,285.011887729759,11,NA
9_30,1,1,147.425048149301,2,NA
9_31,1,1,291.946637514911,1,3
9_32,1,1,1426.6629958737,4,NA
9_33,1,1,578.020151862087,1,2
9_34,1,1,1058.62055150952,10,NA
9_35,1,1,104.287640624861,2,NA
9_36,1,1,389.716913835222,11,NA
9_38,1,1,7549.58307717775,10,NA
9_40,1,1,1501.93915301941,11,NA
9_41,1,1,493.676077881746,10,NA
9_42,1,1,769.900518137302,10,NA
9_44,1,1,486.04855817247,7,1
9_45,1,1,0,14,NA
9_46,1,1,938.140133051392,2,NA
9_47,1,1,0,14,NA
9_48,1,1,399.461055913779,1,3
9_49,1,1,18.7518925302807,11,NA
9_52,1,1,236.070500029062,1,2
9_54,1,1,28.6091822888889,10,NA
9_55,1,1,1335.21063213052,4,NA
9_56,1,1,1534.22270919701,2,NA
9_59,1,1,128.418416583938,1,1
9_60,1,1,31.4670675396825,10,NA
9_67,1,1,1285.06610588572,1,1
9_71,1,1,357.758145359451,10,NA
9_72,1,1,6014.38586219656,1,2
9_74,1,1,947.853280622225,10,NA
9_79,1,1,690.493473287407,2,NA
9_80,1,1,0,14,NA
9_81,1,1,100.967664621105,2,NA
9_82,1,1,2377.48628826263,10,NA
9_85,1,1,172.130668785569,1,5
9_87,1,1,2243.03157679689,11,NA
9_90,1,1,96.1735712928578,10,NA
9_91,1,1,166.003656849144,1,2
9_92,1,1,1570.17117744515,1,10
9_94,1,1,815.501397105556,10,NA
9_95,1,1,1509.68116882971,1,4
9_96,1,1,421.795459838131,2,NA
9_98,1,0,NA,NA,NA
9_99,1,0,NA,NA,NA
10_1,1,1,14424.6387333308,1,1
10_2,1,1,6315.07262640514,1,7
10_3,1,1,9228.05769452885,11,NA
10_4,1,1,2329.38054552261,10,NA
10_5,1,1,20449.3119262597,11,NA
10_6,1,1,3133.43248151211,11,NA
10_7,1,1,16982.2068369873,11,NA
10_8,1,1,3838.40187759497,1,2
10_9,1,1,6717.93583952646,11,NA
10_10,1,1,2867.28667042244,10,NA
10_11,1,1,4220.31912491509,10,NA
10_12,1,1,722.893754585119,10,NA
10_13,1,1,2831.23392846904,10,NA
10_14,1,1,5968.97543950735,10,NA
10_16,1,1,6163.42654026448,11,NA
10_17,1,1,3089.13004076106,1,1
10_18,1,1,12107.3713051175,10,NA
10_19,1,1,339.387167186531,2,NA
10_20,1,1,1935.38723390179,10,NA
10_21,1,1,1285.26947713844,1,1
10_22,1,1,3946.44813925812,11,NA
10_23,1,1,9373.94920493156,10,NA
10_24,1,1,3819.17363144987,11,NA
10_25,1,1,2966.26020683711,10,NA
10_26,1,1,3777.59737265445,11,NA
10_27,1,1,880.778057446318,2,NA
10_28,1,1,184.135783957024,11,NA
10_29,1,1,2046.60352442784,11,NA
10_30,1,1,1296.87701879246,10,NA
